노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,1,도봉산역광역환승센터,0,0,5,13,13,4,3,2,9,1,1,1,6,2,9,9,4,0,1,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,2,도봉산역,2,2,11,24,17,14,9,9,4,6,8,6,13,10,19,15,7,3,8,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,3,도봉한신아파트,4,4,7,26,22,17,10,17,9,15,9,8,13,12,17,13,7,3,9,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,4,서울북부지방법원.검찰청.도봉역성황당,10,5,8,27,27,26,16,20,12,18,9,9,15,17,17,12,6,4,12,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,5,신도봉사거리,13,6,11,30,33,29,16,19,12,19,9,20,14,18,18,10,5,2,11,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,6,신도봉시장.도봉구청.방학북부역,18,9,16,32,33,32,20,16,13,27,11,22,18,18,19,14,8,8,11,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,7,도봉소방서.방학남부역,22,11,19,37,39,40,23,15,18,29,16,29,20,19,22,17,13,13,14,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,8,도봉보건소,24,7,21,45,45,40,25,19,17,22,15,23,22,20,26,15,12,12,13,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,9,도봉구민회관.도봉문화원(중),25,9,21,44,43,36,27,11,20,20,13,23,20,19,27,14,10,13,15,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,10,쌍문역,28,13,22,32,35,33,19,17,21,18,12,21,19,17,20,16,11,11,13,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,11,우이1교앞,29,8,24,38,41,31,21,19,23,7,15,17,20,22,23,21,13,10,12,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,12,수유3동우체국,32,16,25,43,47,32,24,18,21,19,14,19,18,22,23,16,8,15,14,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,13,수유(강북구청)역,31,18,32,39,41,29,20,18,19,16,18,20,18,17,20,19,7,13,11,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,14,수유역,31,16,34,40,37,28,20,17,19,17,18,18,18,19,18,22,8,12,10,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,15,수유시장.성신여대미아캠퍼스앞,32,21,37,41,41,31,22,20,19,20,12,19,19,20,25,24,8,10,4,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,16,미아역.신일중고,37,22,36,43,42,31,24,21,18,20,15,19,18,24,23,21,8,8,12,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,17,도봉세무서.성북시장,38,21,36,48,53,34,24,24,15,21,14,18,19,23,28,19,10,7,12,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,18,미아사거리역,42,24,45,54,57,41,24,20,19,22,16,24,22,22,22,18,10,6,11,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,19,월곡뉴타운,42,23,30,58,62,42,26,23,18,23,16,20,23,21,21,19,11,6,11,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,20,길음뉴타운,42,24,31,61,69,48,27,22,18,24,14,18,25,21,19,19,10,7,12,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,21,미아리고개.미아리예술극장,43,25,37,66,68,52,29,22,20,18,17,14,22,19,17,16,13,9,10,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,22,돈암사거리.성신여대입구,42,21,32,69,56,50,30,25,21,23,18,18,25,21,21,14,13,10,10,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,23,삼선교.한성대학교,41,28,34,68,69,50,32,25,22,22,20,22,22,24,25,13,11,11,7,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,24,혜화동로터리.여운형활동터,42,26,34,63,71,51,31,24,24,22,18,26,34,28,22,11,7,11,8,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,25,명륜3가.성대입구,37,29,34,64,69,49,32,25,26,29,21,27,37,31,26,13,10,15,11,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,26,창경궁.서울대학교병원,36,23,33,61,66,52,32,25,27,28,21,23,39,33,29,15,11,14,9,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,27,원남동,36,28,31,52,64,48,27,25,27,27,22,24,39,33,47,18,14,15,7,7,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,28,종로4가.종묘,34,26,29,48,59,46,24,23,25,28,21,23,37,33,43,19,14,16,9,0,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,29,종로3가.탑골공원,35,29,25,47,53,41,21,22,23,25,17,22,32,32,39,16,13,18,13,6,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,30,종로2가,31,27,27,48,52,41,20,22,24,22,20,28,37,34,38,18,16,18,18,9,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,31,종로1가,25,23,28,46,52,39,17,28,22,21,20,29,33,35,48,22,20,28,21,14,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,32,광화문,24,21,26,44,50,36,16,26,21,20,20,27,32,42,49,21,24,24,28,16,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,33,서울역사박물관.경희궁앞,18,19,26,39,46,29,14,28,29,26,20,24,38,50,56,44,26,26,29,19,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,34,서대문역사거리,15,19,35,49,47,47,20,33,29,26,34,32,45,53,62,46,28,27,35,25,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,35,충정로역,0,15,38,40,54,47,22,33,32,27,39,38,50,51,62,46,28,28,36,15,0,0,0,0,
160,도봉산역광역환승센터 - 도봉산역광역환승센터,36,아현초등학교,0,19,20,40,61,46,20,36,25,31,36,36,47,51,60,42,31,29,32,21,0,0,0,0,
