노선번호,정류소ID,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,자치구,퇴근시간대승차총승객수,퇴근시간대하차총승객수,year,month,정류소명,longitude,latitude
143,102000059,303,258,314,303,150,242,144,199,용산구,911,1002,2022,12,용산구청.크라운호텔,126.9912039,37.53028395
143,102000061,800,1126,705,1577,373,1409,270,1198,용산구,2148,5310,2022,12,한강중학교,126.9922522,37.52547487
143,102000062,903,507,700,691,363,554,210,509,용산구,2176,2261,2022,12,한강중학교앞,126.9924288,37.52450259
143,107000029,1128,304,1003,252,587,223,326,161,성북구,3044,940,2022,12,숭덕초교,127.0146827,37.60335836
143,107000034,951,530,1307,675,1152,585,782,469,성북구,4192,2259,2022,12,길음역,127.0237044,37.60201338
143,107000071,1039,8,829,8,594,5,474,7,성북구,2936,28,2022,12,정릉산장아파트,127.0028048,37.61688905
143,107000072,12,1223,7,1456,10,1434,6,1132,성북구,35,5245,2022,12,정릉대우아파트,127.00386,37.616708
143,107000073,171,104,82,75,66,64,59,64,성북구,378,307,2022,12,정릉4동주민센터.경국사,127.0062481,37.61352336
143,107000075,523,133,454,120,354,114,214,58,성북구,1545,425,2022,12,성북청수도서관.정릉4동성당,127.0084194,37.61156967
143,107000077,1207,333,954,306,592,205,511,104,성북구,3264,948,2022,12,정릉시장입구,127.0098213,37.60846533
143,107000079,752,299,636,250,459,154,291,120,성북구,2138,823,2022,12,정릉우체국앞,127.0114121,37.6051645
143,107000246,2,715,1,845,1,803,2,578,성북구,6,2941,2022,12,대진여객차고지,127.000797,37.617689
143,107000497,265,1047,268,1113,213,1215,130,1109,성북구,876,4484,2022,12,길음뉴타운10단지.라온유아파트,127.0181336,37.60298754
143,107000518,368,252,376,264,232,216,121,141,성북구,1097,873,2022,12,북한산보국문역2번출구,127.0079858,37.6122939
143,121000098,271,697,190,835,128,895,82,698,서초구,671,3125,2022,12,잠원한신아파트,127.0100875,37.51650064
143,121000101,567,455,353,471,200,483,122,387,서초구,1242,1796,2022,12,롯데캐슬아파트,127.0155352,37.51969445
143,121000104,591,295,351,237,224,235,92,219,서초구,1258,986,2022,12,신반포13차아파트,127.0143898,37.51714268
143,121000105,627,352,483,324,277,337,198,237,서초구,1585,1250,2022,12,신동중학교,127.0132334,37.51559202
143,121000130,279,604,208,770,149,814,88,598,서초구,724,2786,2022,12,잠원성당,127.0069649,37.51347046
143,121000131,1273,1161,935,788,818,591,957,453,서초구,3983,2993,2022,12,뉴코아아울렛,127.0077586,37.50920911
143,121000132,992,769,745,769,708,883,534,563,서초구,2979,2984,2022,12,신반포자이아파트,127.0080007,37.50947582
143,121000302,31,935,28,1045,21,903,18,596,서초구,98,3479,2022,12,반포대교남단.한강시민공원입구,126.9995928,37.50761351
143,122000001,803,787,838,699,573,602,452,345,강남구,2666,2433,2022,12,신사중학교,127.0204991,37.52292774
143,122000003,615,712,409,434,315,352,274,196,강남구,1613,1694,2022,12,광림교회.현대고등학교,127.0252664,37.52538681
143,122000048,657,1341,606,1580,564,1167,417,733,강남구,2244,4821,2022,12,현대아파트,127.0305807,37.52843848
143,122000055,613,597,701,605,373,399,257,243,강남구,1944,1844,2022,12,압구정파출소,127.0360581,37.52874691
143,122000056,854,1287,847,1394,783,879,670,625,강남구,3154,4185,2022,12,한양아파트.압구정로데오역,127.039579,37.52827
143,122000064,1723,1007,2227,1108,1266,950,812,511,강남구,6028,3576,2022,12,프리마호텔,127.0494314,37.52467091
143,122000067,817,547,1082,541,473,388,277,229,강남구,2649,1705,2022,12,영동교입구,127.0553582,37.52233353
143,122000068,480,1005,624,1294,291,612,171,326,강남구,1566,3237,2022,12,청담역.경기고교,127.0562112,37.52076521
143,122000069,496,358,412,355,283,214,191,163,강남구,1382,1090,2022,12,우리은행청담지점.청담삼익아파트,127.0568459,37.52103034
143,122000079,990,536,872,480,787,352,368,206,강남구,3017,1574,2022,12,청담초등학교앞,127.0450857,37.52646133
143,122000086,833,2263,781,2907,740,1509,445,927,강남구,2799,7606,2022,12,봉은사.삼성1파출소앞,127.0594354,37.51496776
143,122000089,1414,1133,1579,1391,917,918,684,660,강남구,4594,4102,2022,12,봉은사역3번출구.삼성1파출소,127.0601629,37.51510797
143,122000094,1040,528,1155,410,832,273,594,192,강남구,3621,1403,2022,12,삼성역7번출구,127.062719,37.5104083
143,122000096,757,1158,855,1417,644,848,633,381,강남구,2889,3804,2022,12,무역센터,127.0623552,37.50933345
143,122000121,459,1022,451,1107,423,829,348,691,강남구,1681,3649,2022,12,농협대치지점,127.0611545,37.49793697
143,122000122,83,483,126,586,104,373,75,287,강남구,388,1729,2022,12,대치SK.VIEW아파트.서울교회,127.0620557,37.49626135
143,122000128,105,398,112,404,91,341,71,218,강남구,379,1361,2022,12,대치역7번출구.선경아파트,127.06408,37.492458
143,122000130,1308,318,1026,260,721,144,512,93,강남구,3567,815,2022,12,은마아파트,127.0628615,37.49559591
143,122000136,419,130,320,102,134,61,76,34,강남구,949,327,2022,12,대치역6번출구.강남구민회관,127.064278,37.492785
143,122000139,466,1573,785,1758,349,951,249,720,강남구,1849,5002,2022,12,삼성역,127.0643171,37.50749148
143,122000144,1158,838,1249,697,849,373,736,248,강남구,3992,2156,2022,12,대치현대아파트,127.0599175,37.50105632
143,122000145,1115,675,1580,489,661,301,439,206,강남구,3795,1671,2022,12,휘문중고등학교,127.0618981,37.50396586
143,122000159,515,1439,683,1408,391,1037,319,770,강남구,1908,4654,2022,12,대치동현대아파트,127.0591749,37.50164601
143,122000241,657,401,427,558,224,508,154,374,강남구,1462,1841,2022,12,래미안블레스티지아파트,127.0636368,37.48024608
143,122000242,355,91,406,63,184,87,113,59,강남구,1058,300,2022,12,개포도서관,127.0640807,37.48370158
143,122000243,217,22,210,5,77,0,40,6,강남구,544,33,2022,12,수도전기공고후문,127.065624,37.48478206
143,122000247,16,364,25,433,23,415,12,336,강남구,76,1548,2022,12,경기여고,127.067244,37.48653
143,122000248,162,727,221,977,161,733,102,570,강남구,646,3007,2022,12,개포동역.개포시장,127.0661225,37.48848892
143,122000249,363,107,243,101,113,59,71,35,강남구,790,302,2022,12,개포주공5단지경기여고,127.0674712,37.48670758
