노선번호,정류소ID,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,자치구,퇴근시간대승차총승객수,퇴근시간대하차총승객수,year,month,정류소명,longitude,latitude
370,100000384,964,220,1273,303,803,81,724,46,종로구,3764,650,2022,12,광화문,126.9752508,37.57013547
370,101000304,555,62,905,64,352,20,319,24,서대문구,2131,170,2022,12,서대문역사거리,126.966565,37.565579
370,124000001,475,42,453,33,312,18,226,3,강동구,1466,96,2022,12,강동공영차고지,127.1737766,37.56423874
370,124000003,276,95,237,96,169,50,119,36,강동구,801,277,2022,12,고덕리엔파크1단지,127.1704714,37.56115952
370,124000005,270,57,286,72,287,37,159,20,강동구,1002,186,2022,12,해뜨는주유소,127.1708985,37.55900919
370,124000205,3,122,2,128,0,112,1,97,강동구,6,459,2022,12,강일고등학교.강일리버파크7단지,127.177918,37.565067
370,124000207,1,11,0,4,0,4,1,14,강동구,2,33,2022,12,강일리버파크6단지,127.1761905,37.56299235
370,124000211,129,2,151,0,49,0,40,0,강동구,369,2,2022,12,강일리버파크8단지,127.1777181,37.56227189
370,124000193,746,1079,495,1061,297,1021,258,784,강동구,1796,3945,2022,12,강동첨단업무단지.상일여고입구,127.1732465,37.54940462
370,124000201,74,1127,54,1207,41,1021,29,902,강동구,198,4257,2022,12,강일동주민센터,127.173929,37.566015
370,124000203,8,569,4,602,2,500,4,444,강동구,18,2115,2022,12,강일리버파크4단지.2단지,127.176556,37.568441
370,124000204,450,9,312,11,201,4,196,4,강동구,1159,28,2022,12,강일리버파크2단지.4단지,127.1765457,37.56862184
370,124000213,2,227,4,276,2,183,4,164,강동구,12,850,2022,12,강일리버파크4단지.5단지,127.177374,37.56656
370,124000214,183,8,215,13,138,6,87,1,강동구,623,28,2022,12,강일리버파크5단지.4단지,127.177484,37.56712372
370,124000215,326,19,265,17,94,12,114,7,강동구,799,55,2022,12,강일리버파크1단지.3단지,127.1734553,37.56722342
370,124000216,1,401,4,447,3,449,0,324,강동구,8,1621,2022,12,강일리버파크3단지.1단지,127.174408,37.568207
370,124000357,803,1992,1136,2224,618,963,443,695,강동구,3000,5874,2022,12,강동역,127.1325708,37.53584714
370,124000358,721,1316,669,1303,468,710,360,486,강동구,2218,3815,2022,12,길동사거리.강동세무서,127.1366885,37.53458361
370,124000359,1158,584,1076,598,639,349,432,232,강동구,3305,1763,2022,12,길동주민센터.둔촌2동주민센터,127.1429329,37.53427435
370,124000360,923,591,670,601,341,331,231,232,강동구,2165,1755,2022,12,강동자이.프라자아파트,127.1488398,37.53673336
370,124000362,843,1204,1004,1339,669,1097,606,894,강동구,3122,4534,2022,12,상일초교,127.1706309,37.5457941
370,124000363,265,455,260,559,175,538,175,520,강동구,875,2072,2022,12,강동자이·프라자아파트,127.147895,37.53618037
370,124000369,220,221,246,282,116,103,54,79,강동구,636,685,2022,12,초이동,127.1613494,37.54202062
370,100000165,893,429,632,431,494,310,400,305,종로구,2419,1475,2022,12,숭인동,127.0204373,37.57427215
370,105000006,578,599,972,807,327,562,214,284,동대문구,2091,2252,2022,12,동대문구청,127.0383261,37.57405775
370,105000076,568,541,451,615,438,560,313,444,동대문구,1770,2160,2022,12,용두동신동아아파트,127.0317925,37.57377044
370,124000007,354,69,442,124,340,68,150,59,강동구,1286,320,2022,12,고덕천교차로,127.1711474,37.55632413
370,124000009,397,236,464,297,175,207,132,120,강동구,1168,860,2022,12,고덕자이.고덕천물놀이장,127.1720517,37.55346669
370,124000010,122,528,148,510,113,460,52,400,강동구,435,1898,2022,12,강명초등학교,127.172373,37.553372
370,124000011,1144,324,1658,326,451,259,358,177,강동구,3611,1086,2022,12,고덕자이,127.1725023,37.55160257
370,124000012,304,820,360,839,160,826,146,648,강동구,970,3133,2022,12,고덕리엔파크3단지,127.1727706,37.55159767
370,105000007,562,679,718,966,358,601,264,372,동대문구,1902,2618,2022,12,서울시동부병원,127.0309536,37.57392925
370,124000454,2214,2316,2422,2294,2045,2026,2083,1627,강동구,8764,8263,2022,12,천호역,127.1261773,37.53774465
370,124000455,1,93,1,105,0,75,0,86,강동구,2,359,2022,12,강일리버파크3단지,127.1748082,37.56534013
370,124000348,1394,346,1847,372,636,233,438,203,강동구,4315,1154,2022,12,상일초등학교,127.1723641,37.54663684
