노선번호,정류소ID,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,자치구,퇴근시간대승차총승객수,퇴근시간대하차총승객수,year,month,정류소명,longitude,latitude
340,122000217,1356,219,1672,371,1207,316,917,172,강남구,5152,1078,2022,12,뱅뱅사거리뱅뱅프라자,127.0328764,37.48974728
340,122000226,1244,498,839,645,591,447,432,244,강남구,3106,1834,2022,12,도곡렉슬아파트.강남세브란스병원,127.0481867,37.49443678
340,122000227,327,1018,325,1798,177,805,271,465,강남구,1100,4086,2022,12,한티역6번출구,127.05194,37.495722
340,122000327,699,481,628,466,308,257,135,135,강남구,1770,1339,2022,12,탄천교,127.068123,37.501358
340,122000328,757,520,1184,471,658,499,396,330,강남구,2995,1820,2022,12,우성아파트,127.0683335,37.50104634
340,123000017,1053,426,1133,367,787,243,643,230,송파구,3616,1266,2022,12,천호역.풍납시장,127.1226911,37.53716441
340,123000023,642,334,653,305,405,265,379,211,송파구,2079,1115,2022,12,영파여고.강동구청역,127.1206064,37.53130672
340,123000024,705,146,1015,153,324,132,280,85,송파구,2324,516,2022,12,풍납동극동.쌍용아파트,127.1180236,37.52656325
340,123000034,1117,334,848,310,535,137,344,97,송파구,2844,878,2022,12,잠실파크리오아파트상가.올림픽회관,127.1146492,37.52102392
340,123000067,1117,224,710,231,335,146,166,129,송파구,2328,730,2022,12,아주중학교,127.0767026,37.50475086
340,123000071,356,416,306,539,169,377,110,309,송파구,941,1641,2022,12,잠실우성4차현대아파트,127.0852076,37.50526245
340,123000073,390,384,313,404,210,395,178,279,송파구,1091,1462,2022,12,잠실근린공원.성현교회,127.0814987,37.50632205
340,123000077,641,576,604,779,546,800,435,722,송파구,2226,2877,2022,12,삼전역,127.0889091,37.50381615
340,123000079,358,565,294,637,242,476,199,425,송파구,1093,2103,2022,12,송파구민회관구의회,127.0947576,37.50270595
340,123000090,724,564,739,725,581,583,436,461,송파구,2480,2333,2022,12,석촌고분역.올림픽병원,127.0985574,37.50229645
340,123000091,829,698,841,783,673,542,485,479,송파구,2828,2502,2022,12,석촌동한솔아파트앞,127.1052846,37.50451546
340,123000104,515,484,440,502,360,314,276,229,송파구,1591,1529,2022,12,송파여성문화회관,127.1094494,37.50693564
340,123000107,404,695,546,772,412,625,510,446,송파구,1872,2538,2022,12,송파초등학교.송파동성당,127.1113793,37.50873661
340,123000121,360,661,517,747,275,549,242,339,송파구,1394,2296,2022,12,방이중학교,127.1142231,37.5138678
340,123000122,446,263,641,376,372,299,379,292,송파구,1838,1230,2022,12,한성백제역,127.1153185,37.51485704
340,123000123,463,959,693,1098,381,674,315,612,송파구,1852,3343,2022,12,송파나루역.방이시장,127.1124464,37.51100323
340,123000142,245,277,387,352,236,252,172,244,송파구,1040,1125,2022,12,올림픽회관,127.1151502,37.52091259
340,123000151,217,165,318,171,162,148,207,110,송파구,904,594,2022,12,몽촌토성역.한성백제역,127.1145291,37.51718895
340,123000376,354,192,441,192,200,159,138,120,송파구,1133,663,2022,12,현대아파트앞,127.1193611,37.52875878
340,124000001,751,11,627,7,348,8,289,3,강동구,2015,29,2022,12,강동공영차고지,127.1737766,37.56423874
340,124000003,295,34,175,36,92,28,49,16,강동구,611,114,2022,12,고덕리엔파크1단지,127.1704714,37.56115952
340,124000005,244,111,263,90,135,20,103,14,강동구,745,235,2022,12,해뜨는주유소,127.1708985,37.55900919
340,124000031,881,568,1090,424,666,180,446,118,강동구,3083,1290,2022,12,상일동역4번출구.센트럴푸르지오,127.1692517,37.55722325
340,124000032,925,758,1262,687,1341,700,893,600,강동구,4421,2745,2022,12,상일동역6번출구.고덕아르테온,127.1681175,37.55681674
340,124000033,493,72,693,67,419,54,235,26,강동구,1840,219,2022,12,상일동역1번출구,127.1644476,37.55658809
340,124000034,157,766,242,758,223,672,180,598,강동구,802,2794,2022,12,상일동역8번출구,127.1647012,37.55635707
340,124000035,157,33,157,35,80,20,50,19,강동구,444,107,2022,12,고덕그라시움,127.1608318,37.55605783
340,124000037,365,209,297,196,155,129,166,54,강동구,983,588,2022,12,고덕평생학습관.온조대왕체육관,127.1581417,37.55568841
340,124000039,1443,421,1191,364,1067,258,995,153,강동구,4696,1196,2022,12,고덕역,127.1558492,37.55537308
340,124000041,478,173,423,216,261,134,197,109,강동구,1359,632,2022,12,배재중고등학교,127.1494507,37.55478873
340,124000043,100,223,133,214,51,148,35,88,강동구,319,673,2022,12,서울장애인종합복지관,127.1465849,37.55479232
340,124000045,403,472,380,494,216,310,150,238,강동구,1149,1514,2022,12,서울시동부기술교육원,127.1434374,37.55486737
340,124000047,781,617,680,649,415,474,360,353,강동구,2236,2093,2022,12,암사3동주민센터(강동롯데캐슬퍼스트),127.1392777,37.55480116
340,124000048,647,975,550,1455,500,1394,312,1049,강동구,2009,4873,2022,12,암사3동주민센터프라이어팰리스,127.1393191,37.55455872
340,124000049,870,439,857,509,367,376,301,288,강동구,2395,1612,2022,12,강일중.선사고,127.1371465,37.55480726
340,124000051,467,434,415,430,200,358,153,216,강동구,1235,1438,2022,12,신암중학교,127.1313639,37.55483907
340,124000053,322,1061,333,969,167,604,151,475,강동구,973,3109,2022,12,삼성광나루아파트.암사동유적,127.1285749,37.55339498
340,124000055,674,1677,712,1532,502,747,489,645,강동구,2377,4601,2022,12,암사역선사현대아파트,127.1276334,37.5508414
340,124000056,2098,804,3129,867,3212,909,2520,706,강동구,10959,3286,2022,12,암사역2번출구.암사종합시장,127.1275283,37.54960071
340,124000057,633,329,532,372,309,223,254,203,강동구,1728,1127,2022,12,천호동공원,127.1259117,37.54596923
340,124000059,323,522,301,499,207,252,153,206,강동구,984,1479,2022,12,서울현대요양병원,127.1248167,37.54291928
340,124000061,252,520,291,441,217,315,178,197,강동구,938,1473,2022,12,천호역현대백화점.노동권익센터,127.123821,37.54024317
340,124000063,427,669,409,795,449,524,357,439,강동구,1642,2427,2022,12,천호역,127.1227695,37.53597308
340,124000064,559,530,700,693,475,477,403,435,강동구,2137,2135,2022,12,강동구청역1번출구.영파여고,127.1212975,37.53190074
340,124000196,401,357,468,485,288,393,253,283,강동구,1410,1518,2022,12,강동구청역농협중앙회,127.1200358,37.52901131
340,124000205,2,561,3,599,1,727,2,505,강동구,8,2392,2022,12,강일고등학교.강일리버파크7단지,127.177918,37.565067
340,124000207,0,18,0,10,0,18,0,11,강동구,0,57,2022,12,강일리버파크6단지,127.1761905,37.56299235
340,124000209,2,424,4,564,3,582,3,392,강동구,12,1962,2022,12,강일초등학교,127.175752,37.565095
340,124000211,187,1,146,0,84,1,56,1,강동구,473,3,2022,12,강일리버파크8단지,127.1777181,37.56227189
