노선번호,정류소ID,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,자치구,퇴근시간대승차총승객수,퇴근시간대하차총승객수,year,month,정류소명,longitude,latitude
150,107000009,389,290,295,343,185,165,119,185,성북구,988,983,2022,12,삼선교.한성대학교,127.0092322,37.58985251
150,107000010,756,798,945,893,649,867,459,587,성북구,2809,3145,2022,12,삼선교.한성대학교.조소앙활동터,127.0083738,37.58931282
150,109000001,995,72,1470,142,1277,139,866,90,도봉구,4608,443,2022,12,도봉산역,127.0454312,37.68919465
150,109000004,59,602,51,936,16,640,32,600,도봉구,158,2778,2022,12,도봉한신아파트,127.046067,37.682672
150,109000005,596,119,680,211,397,254,315,157,도봉구,1988,741,2022,12,서울북부지방법원.검찰청.도봉역성황당,127.0449209,37.67777463
150,109000007,296,147,292,197,163,186,127,118,도봉구,878,648,2022,12,신도봉사거리,127.0441473,37.67328936
150,109000009,797,254,736,358,728,281,486,179,도봉구,2747,1072,2022,12,도봉소방서.방학남부역,127.0429813,37.66633348
150,109000019,545,208,513,240,418,219,393,172,도봉구,1869,839,2022,12,신도봉시장.도봉구청.방학북부역,127.0435775,37.66999884
150,109000406,225,9,271,9,158,10,154,17,도봉구,808,45,2022,12,도봉산역광역환승센터,127.0443522,37.68994836
150,100000388,853,373,937,464,885,290,720,188,종로구,3395,1315,2022,12,종로2가,126.9855427,37.57013868
150,100000391,502,713,584,693,410,249,425,174,종로구,1921,1829,2022,12,종로3가.탑골공원,126.9899878,37.57036054
150,100000387,534,547,748,491,381,271,350,208,종로구,2013,1517,2022,12,종로1가,126.9813906,37.57022903
150,101000033,1227,566,1566,695,651,321,665,126,중구,4109,1708,2022,12,시청앞,126.9765742,37.56235846
150,101000039,1089,638,1349,674,673,350,669,185,중구,3780,1847,2022,12,서울신문사,126.9773647,37.56836329
150,102000001,661,445,891,549,224,353,140,223,용산구,1916,1570,2022,12,한강대교북단.LG유플러스,126.9631917,37.5240898
150,102000003,565,596,609,877,381,454,277,253,용산구,1832,2180,2022,12,신용산역,126.966207,37.527293
150,102000005,356,392,469,501,210,303,169,181,용산구,1204,1377,2022,12,KT용산지사,126.970235,37.53149701
150,102000010,449,524,405,646,310,381,333,245,용산구,1497,1796,2022,12,숙대입구역,126.9722321,37.54375602
150,102000011,488,203,496,204,219,150,111,106,용산구,1314,663,2022,12,갈월동,126.9722373,37.5509756
150,102000247,126,191,93,141,119,89,138,60,용산구,476,481,2022,12,노들섬,126.9585926,37.51767125
150,117000001,616,294,701,354,369,145,240,82,금천구,1926,875,2022,12,문성초등학교,126.8986661,37.47536371
150,117000003,1520,192,1701,253,942,145,593,109,금천구,4756,699,2022,12,금천우체국,126.8980832,37.46913566
150,117000005,596,108,534,138,263,90,232,52,금천구,1625,388,2022,12,말미고개.금천소방서,126.897763,37.464175
150,117000007,1270,63,1140,98,565,51,448,33,금천구,3423,245,2022,12,금천구청.금천경찰서,126.8988722,37.45920883
150,117000048,296,1249,274,1745,213,1456,168,753,금천구,951,5203,2022,12,시흥사거리.시흥대교,126.8995918,37.45448536
150,117000924,564,106,1138,128,242,89,131,44,금천구,2075,367,2022,12,시흥대교,126.8972683,37.45328039
150,117000929,320,1050,259,1467,157,1499,99,832,금천구,835,4848,2022,12,독산한신아파트,126.8901266,37.45625335
150,117000930,253,15,216,23,109,13,83,9,금천구,661,60,2022,12,금하마을,126.8912356,37.45452202
150,118000009,375,701,419,634,235,349,104,284,영등포구,1133,1968,2022,12,서울영림초등학교,126.9046946,37.48702992
150,118000010,670,871,352,828,182,678,107,489,영등포구,1311,2866,2022,12,강남성심병원.대림성모병원,126.9079002,37.49087117
150,118000012,332,1054,388,1069,147,979,103,637,영등포구,970,3739,2022,12,보라매공원,126.9166068,37.49698622
150,119000002,1067,411,552,689,321,607,279,375,동작구,2219,2082,2022,12,신대방경남아파트,126.9077698,37.49029887
150,119000003,827,408,682,585,372,493,226,263,동작구,2107,1749,2022,12,신대방현대아파트,126.9115805,37.49535787
150,119000005,622,698,968,834,319,421,237,236,동작구,2146,2189,2022,12,보라매역.동작세무서,126.9201964,37.4981412
150,119000006,657,309,527,428,329,216,248,145,동작구,1761,1098,2022,12,강남중학교,126.9218984,37.50378955
150,119000007,392,700,338,761,153,418,105,308,동작구,988,2187,2022,12,현대아파트,126.931437,37.513174
150,119000010,1213,499,1019,406,1231,367,786,306,동작구,4249,1578,2022,12,노량진수산시장.CTS기독교TV,126.9388656,37.51348008
150,119000011,493,446,487,480,392,337,354,222,동작구,1726,1485,2022,12,노량진역,126.943811,37.513733
150,119000013,241,71,310,124,143,81,125,77,동작구,819,353,2022,12,노들역,126.949256,37.512825
150,119000020,375,243,314,257,148,159,119,94,동작구,956,753,2022,12,서울지방병무청앞,126.923275,37.506935
150,119000021,672,714,535,717,321,330,208,227,동작구,1736,1988,2022,12,공군호텔,126.9245411,37.51001067
150,119000295,1282,534,1421,566,1185,515,589,358,동작구,4477,1973,2022,12,대방역1번출구앞,126.9276883,37.51312774
150,120000001,1686,1955,2789,2505,1830,1024,1207,611,관악구,7512,6095,2022,12,구로디지털단지역,126.9024471,37.4839346
150,100000379,1199,230,1522,151,640,104,449,47,종로구,3810,532,2022,12,서울역사박물관.경희궁앞,126.970609,37.569412
150,100000385,713,584,905,471,663,269,646,113,종로구,2927,1437,2022,12,광화문,126.9780855,37.57021681
