노선번호,정류소ID,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,자치구,퇴근시간대승차총승객수,퇴근시간대하차총승객수,year,month,정류소명,longitude,latitude
152,119000054,512,1076,550,1356,538,1587,447,987,동작구,2047,5006,2022,12,성대시장,126.9309086,37.49999612
152,119000057,206,783,177,896,172,957,151,627,동작구,706,3263,2022,12,상도초등학교입구,126.9357683,37.50295988
152,119000058,309,548,368,687,285,746,223,495,동작구,1185,2476,2022,12,장승배기역,126.9385221,37.50467614
152,119000314,659,2428,720,2483,686,1645,631,1394,관악구,2696,7950,2022,12,신림역2번출구,126.9298972,37.48332204
152,120000065,75,508,75,535,49,530,63,428,관악구,262,2001,2022,12,미림여고.미림여자정보과학고,126.931333,37.465575
152,120000066,30,50,5,65,12,42,11,41,관악구,58,198,2022,12,신우초등학교,126.93169,37.462487
152,120000067,17,165,0,230,3,190,4,162,관악구,24,747,2022,12,삼성산성지,126.929865,37.458825
152,120000068,31,342,42,470,46,354,35,318,관악구,154,1484,2022,12,산장아파트,126.927725,37.459955
152,120000069,130,519,156,586,141,624,81,552,관악구,508,2281,2022,12,삼성산주공아파트,126.92536,37.461213
152,120000070,46,505,30,673,21,687,27,591,관악구,124,2456,2022,12,산복터널.관악산휴먼시아2단지,126.922015,37.458697
152,120000077,412,170,486,157,279,142,299,85,관악구,1476,554,2022,12,미림고개.고시촌입구,126.9320993,37.46779222
152,120000078,716,215,755,286,627,178,653,114,관악구,2751,793,2022,12,관악농협신림지점앞,126.9337957,37.47092363
152,120000161,313,406,227,601,122,493,153,395,관악구,815,1895,2022,12,보라매삼성아파트.모자원고개,126.9273976,37.4945144
